cluster2_cons|n15	gi|904226|gb|L10736.1|BNASLGGA	89.270	233	7.70e-76	300	Brassica napus S-locus related glycoprotein (SLG-WS-1) mRNA, complete cds	L10736
cluster2_cons|n15	gi|904226|gb|L10736.1|BNASLGGA	74.751	301	3.79e-34	161	Brassica napus S-locus related glycoprotein (SLG-WS-1) mRNA, complete cds	L10736
cluster2_cons|n15	gi|167169|gb|L08608.1|BNASLOCGLY	89.270	233	7.70e-76	300	Brassica napus S-locus glycoprotein mRNA, complete cds	L08608
cluster2_cons|n15	gi|167169|gb|L08608.1|BNASLOCGLY	74.751	301	3.79e-34	161	Brassica napus S-locus glycoprotein mRNA, complete cds	L08608
cluster2_cons|n15	gi|17816|emb|Z21608.1|	89.270	233	7.70e-76	300	B.napus mRNA for endogenous S-locus glycoprotein (clone SLG-Ws-1)	Z21608
cluster2_cons|n15	gi|17816|emb|Z21608.1|	74.751	301	3.79e-34	161	B.napus mRNA for endogenous S-locus glycoprotein (clone SLG-Ws-1)	Z21608
cluster2_cons|n15	gi|106364220|dbj|AB180899.1|	88.412	233	6.00e-72	287	Brassica rapa S-47 SP11 gene for S locus protein 11, complete cds	AB180899
cluster2_cons|n15	gi|106364220|dbj|AB180899.1|	74.751	301	3.79e-34	161	Brassica rapa S-47 SP11 gene for S locus protein 11, complete cds	AB180899
cluster2_cons|n15	gi|106364220|dbj|AB180899.1|	100.000	37	2.37e-06	69.4	Brassica rapa S-47 SP11 gene for S locus protein 11, complete cds	AB180899
cluster3_cons|n32	gi|2258205177|ref|XM_048735966.1|	87.675	357	1.56e-123	459	PREDICTED: Brassica napus S-locus-specific glycoprotein S13 (LOC125576281), mRNA	XM_048735966
cluster3_cons|n32	gi|1997662105|emb|HG994361.1|	87.675	357	1.56e-123	459	Brassica napus genome assembly, chromosome: A07	HG994361
cluster3_cons|n32	gi|1997662105|emb|HG994361.1|	79.890	363	7.73e-77	303	Brassica napus genome assembly, chromosome: A07	HG994361
cluster3_cons|n32	gi|27374960|dbj|AB086970.1|	87.675	357	1.56e-123	459	Brassica napus SLG gene for S-locus glycoprotein, partial cds, allele:1	AB086970
cluster3_cons|n32	gi|904226|gb|L10736.1|BNASLGGA	87.675	357	1.56e-123	459	Brassica napus S-locus related glycoprotein (SLG-WS-1) mRNA, complete cds	L10736
cluster3_cons|n32	gi|167169|gb|L08608.1|BNASLOCGLY	87.675	357	1.56e-123	459	Brassica napus S-locus glycoprotein mRNA, complete cds	L08608
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.268	205	1.09e-63	259	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	91.005	189	1.41e-62	255	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.362	188	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	88.021	192	1.11e-53	226	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	89.412	85	4.19e-18	108	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	82.222	90	9.07e-15	97.1	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016222810|emb|OZ271665.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	91.005	189	1.41e-62	255	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.830	188	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.830	188	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|3016196328|emb|OZ271619.1|	100.000	41	1.18e-08	76.8	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271619
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.268	205	1.09e-63	259	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	91.005	189	1.41e-62	255	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.362	188	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	88.021	192	1.11e-53	226	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	89.412	85	4.19e-18	108	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	82.222	90	9.07e-15	97.1	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774530|emb|OZ119981.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119981
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.268	205	1.09e-63	259	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	91.005	189	1.41e-62	255	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.362	188	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	88.021	192	1.11e-53	226	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	89.412	85	4.19e-18	108	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	82.222	90	9.07e-15	97.1	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774520|emb|OZ119976.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119976
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	90.244	205	5.05e-67	270	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.756	205	2.35e-65	265	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.268	205	1.09e-63	259	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	91.005	189	1.41e-62	255	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.780	205	5.08e-62	254	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.293	205	2.37e-60	248	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.062	192	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.362	188	5.12e-57	237	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.542	192	2.38e-55	231	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	88.021	192	1.11e-53	226	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	89.412	85	4.19e-18	108	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	82.222	90	9.07e-15	97.1	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster4_cons|n11	gi|2967774510|emb|OZ119971.1|	81.111	90	4.22e-13	91.6	Arabidopsis thaliana genome assembly, chromosome: 1	OZ119971
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.614	554	0.0	760	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.614	554	0.0	760	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.253	554	0.0	749	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.253	554	0.0	749	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.253	554	0.0	747	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.253	554	0.0	747	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	90.072	554	0.0	743	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
cluster5_cons|n11	gi|3016222810|emb|OZ271665.1|	89.331	553	0.0	719	Arabidopsis thaliana genome assembly, chromosome: 1	OZ271665
